,"ENFERMEDAD","SINTOMAS"
810,"Ictericia","Me he estado sintiendo con picazón y vomitando. He perdido peso y también estoy realmente agotado. Mi piel se ha vuelto amarilla y tengo fiebre alta. Tengo dolor de estómago y orina negra."
811,"Ictericia","He estado con picazón y he estado vomitando. Además de perder peso, también estoy realmente agotado. Mi piel se ha vuelto amarilla y mi fiebre es alta. Además, tengo dolor de estómago y orina oscura."
812,"Ictericia","He tenido picazón en el estómago y he estado vomitando. Aparte de perder peso, también estoy realmente agotado. Tengo fiebre alta y la piel amarilla. Además de tener dolor de estómago, mi orina es negra."
813,"Ictericia","He estado con picazón y vomitando. Además, he perdido peso y me siento realmente agotado. Mi piel se ha vuelto amarilla y tengo fiebre alta. Tengo dolor abdominal y orina negra."
814,"Ictericia","He estado agotado y experimentando náuseas y picazón. Además, he perdido peso y tengo fiebre. Mi orina es oscura y mi piel se ha vuelto amarilla. También he estado teniendo dolor de estómago."
815,"Ictericia","He estado sufriendo picazón, vómitos y fatiga. También he perdido peso y tengo fiebre alta. Mi piel se ha vuelto amarilla y mi orina es oscura. También he estado experimentando dolor abdominal."
816,"Ictericia","Me he estado sintiendo con picazón, enfermo y agotado. También tuve fiebre alta y perdí peso. Tanto mi piel como mi orina se han vuelto amarillas. Dolor de estómago adicional que he estado teniendo."
817,"Ictericia","Me han estado molestando la picazón, las náuseas y el agotamiento. Además, tuve fiebre y perdí peso. Mi orina es negra y me ha salido una erupción amarilla. También he tenido dolor de estómago."
818,"Ictericia","He tenido náuseas, vómitos y agotamiento. También he perdido peso y tengo fiebre. Mi orina es negra y mi piel se ha vuelto amarilla. También he estado teniendo dolor de estómago."
819,"Ictericia","He estado experimentando picazón intensa, vómitos y fatiga. También he perdido peso y tengo fiebre alta. Mi piel se ha vuelto amarilla y mi orina es oscura. He estado teniendo dolor abdominal también."
820,"Ictericia","Me he estado sintiendo extremadamente picante, enfermo y agotado. Además, he perdido peso y tengo fiebre. Mi orina es oscura y mi piel se ha vuelto amarilla. También he estado experimentando dolor de estómago."
821,"Ictericia","Me he estado sintiendo extremadamente picante, enfermo y agotado. Además, he perdido peso y tengo fiebre. Mi orina es oscura y mi piel se ha vuelto amarilla. También he estado experimentando dolor de estómago."
822,"Ictericia","Me he estado sintiendo extremadamente picante, enfermo y agotado. Además, he perdido peso y tengo fiebre. Mi orina es oscura y mi piel se ha vuelto amarilla. También he estado experimentando dolor de estómago."
823,"Ictericia","Me he estado sintiendo constantemente picante, enfermo y agotado. Además, he perdido peso y tengo fiebre. Mi orina es oscura y mi piel se ha vuelto amarilla. Además, he estado experimentando dolor de estómago."
824,"Ictericia","Me he sentido realmente picante, con náuseas y agotado. También tuve fiebre alta y perdí peso. Tanto mi piel como mi orina se han vuelto amarillas. También he estado experimentando dolor de estómago."
825,"Ictericia","He estado teniendo picazón intensa, vómitos y fatiga. También he perdido peso y tengo fiebre alta. Mi piel se ha vuelto amarilla y mi orina es oscura. También estoy experimentando dolor abdominal."
826,"Ictericia","Me he estado sintiendo realmente picante, mareado y agotado. Además, he perdido peso y tengo fiebre. Mi orina es oscura y mi piel se ha vuelto amarilla. Además, tengo dolor de estómago."
827,"Ictericia","He estado experimentando picazón intensa, náuseas y agotamiento. También tuve fiebre alta y perdí peso. Tanto mi piel como mi orina se han vuelto amarillas. Además, me duele el estómago."
828,"Ictericia","Me han estado molestando picazón extrema, náuseas y agotamiento. Además, tuve fiebre y perdí peso. Mi orina es negra y me ha salido una erupción amarilla. El dolor de estómago también está presente."
829,"Ictericia","Me han estado preocupando picazón extrema, náuseas y fatiga. Además, tuve fiebre y perdí peso. Mi orina es negra y me ha salido una erupción amarilla. El dolor de estómago también está presente."
830,"Ictericia","He estado sintiendo picazón y he estado vomitando. También estoy muy cansado y he perdido peso. Mi fiebre es alta y mi piel se ha vuelto amarilla. He estado experimentando dolor abdominal también."
831,"Ictericia","He estado con picazón y he estado vomitando. Además de perder peso, también estoy realmente agotado. Mi piel se ha vuelto amarilla y mi fiebre es alta. También me ha estado doliendo el estómago últimamente."
832,"Ictericia","He tenido picazón en el estómago y he estado vomitando. También he perdido peso y estoy realmente agotado. Tengo fiebre alta y la piel amarilla. Además, he estado teniendo dolor de estómago."
833,"Ictericia","He estado con picazón y vomitando. He perdido peso y también estoy realmente agotado. Mi piel se ha vuelto amarilla y tengo fiebre alta. También me ha estado doliendo el estómago."
834,"Ictericia","He estado agotado y experimentando náuseas y picazón. Además, he perdido peso y tengo fiebre. Mi orina es oscura y mi piel se ha vuelto amarilla. También he estado teniendo dolor de estómago."
835,"Ictericia","He estado sufriendo picazón, vómitos y fatiga. También he perdido peso y tengo fiebre alta. Mi piel se ha vuelto amarilla y mi orina es oscura. También he estado experimentando dolor abdominal."
836,"Ictericia","Me he estado sintiendo con picazón, enfermo y agotado. También tuve fiebre alta y perdí peso. Tanto mi piel como mi orina se han vuelto amarillas. Dolor de estómago adicional que he estado teniendo."
837,"Ictericia","Me han estado molestando la picazón, las náuseas y el agotamiento. Además, tuve fiebre y perdí peso. Mi orina es negra y me ha salido una erupción amarilla. También he tenido dolor de estómago."
838,"Ictericia","He estado experimentando picazón intensa, vómitos y fatiga. También he perdido peso y tengo fiebre alta. Mi piel se ha vuelto amarilla y mi orina es oscura. He estado teniendo dolor abdominal también."
839,"Ictericia","Me he estado sintiendo extremadamente picante, enfermo y agotado. Además, he perdido peso y tengo fiebre. Mi orina es oscura y mi piel se ha vuelto amarilla. También he estado experimentando dolor de estómago."
840,"Ictericia","Me he sentido realmente picante, con náuseas y agotado. También tuve fiebre alta y perdí peso. Tanto mi piel como mi orina se han vuelto amarillas. También he estado experimentando dolor de estómago."
841,"Ictericia","He estado teniendo picazón intensa, vómitos y fatiga. También he perdido peso y tengo fiebre alta. Mi piel se ha vuelto amarilla y mi orina es oscura. También estoy experimentando dolor abdominal."
842,"Ictericia","Me he estado sintiendo realmente picante, mareado y agotado. Además, he perdido peso y tengo fiebre. Mi orina es oscura y mi piel se ha vuelto amarilla. Además, tengo dolor de estómago."
843,"Ictericia","He estado experimentando picazón intensa, náuseas y agotamiento. También tuve fiebre alta y perdí peso. Tanto mi piel como mi orina se han vuelto amarillas. Además, me duele el estómago."
844,"Ictericia","He estado experimentando picazón, vómitos, fatiga y pérdida de peso. Mi fiebre es alta y mi piel se ha vuelto amarilla. Mi orina es oscura y he estado experimentando dolor abdominal."
845,"Ictericia","He estado perdiendo peso y experimentando náuseas, picazón y agotamiento. Mi piel se ha vuelto amarilla y tengo fiebre alta. Tengo orina oscura y he estado teniendo dolor de estómago."
846,"Ictericia","He estado sufriendo picazón intensa, vómitos, fatiga y pérdida de peso. Mi fiebre es alta y mi piel se ha vuelto amarilla. Mi orina es oscura y he estado experimentando dolor abdominal."
847,"Ictericia","He estado perdiendo peso y experimentando picazón intensa, náuseas y agotamiento. Mi piel se ha vuelto amarilla y tengo fiebre alta. Tengo orina oscura y he estado teniendo dolor de estómago."
848,"Ictericia","He estado experimentando picazón intensa, vómitos, fatiga y pérdida de peso. Mi fiebre es alta y mi piel se ha vuelto amarilla. Mi orina es oscura y he estado experimentando dolor abdominal."
849,"Ictericia","He estado perdiendo peso, sintiéndome realmente fatigado y vomitando mucho. Mi piel se ha vuelto amarilla y tengo fiebre alta. Tengo orina oscura y he estado teniendo dolor de estómago."
850,"Malaria","He estado experimentando picazón intensa, escalofríos, vómitos y fiebre alta. También estoy sudando mucho y tengo dolor de cabeza. Me siento con náuseas y me duelen mucho los músculos."
851,"Malaria","He tenido fiebre alta, vómitos, escalofríos y picazón intensa. También tengo dolor de cabeza y estoy sudando mucho. Tengo náuseas y me duelen mucho los músculos."
852,"Malaria","He tenido fiebre alta, vómitos, escalofríos y picazón intensa. También tengo dolor de cabeza y estoy sudando mucho. Tengo náuseas y me duelen mucho los músculos."
853,"Malaria","Me han estado aquejando fuertes picores, escalofríos, náuseas y fiebre alta. Además de tener dolor de cabeza, también estoy sudando mucho. Me duelen bastante los músculos y me siento enfermo."
854,"Malaria","Junto con mi intenso rascado, escalofríos, náuseas y fiebre alta, también me he estado sintiendo realmente mal. Junto con mi dolor de cabeza y sudoración excesiva, me duelen mucho los músculos y me siento con náuseas."
855,"Malaria","He tenido fiebre alta, escalofríos y picazón intensa. Además, tengo dolor de cabeza y estoy sudando mucho. Me duelen mucho los músculos y me siento enfermo."
856,"Malaria","He tenido picazón intensa por todo el cuerpo, acompañada de escalofríos y vómitos. Mi fiebre es realmente alta y he estado sudando en exceso. También tengo dolor de cabeza y me siento con náuseas. Me duelen mucho los músculos."
857,"Malaria","He estado experimentando picazón corporal severa, escalofríos y vómitos. Tengo fiebre realmente alta y he estado sudando mucho. También me siento con náuseas y tengo dolor de cabeza. Mis músculos están en un malestar insoportable."
858,"Malaria","Junto con picazón corporal severa, escalofríos y náuseas, he estado experimentando. He estado sudando severamente y tengo fiebre muy alta. Me siento con náuseas y también tengo dolor de cabeza. Me duelen mucho los músculos."
859,"Malaria","He estado experimentando picazón corporal severa, escalofríos y vómitos. Tengo fiebre realmente alta y he estado sudando mucho. También me siento con náuseas y tengo dolor de cabeza. Mis músculos están en un malestar insoportable."
